file_read,file_write,num_nodes,num_edges,graph_density,gamma,annealing_time,lowest_energy_dwave,lowest_energy_or_tools,vi pham,correct_solutions,percentage_correct,qpu_anneal_time_per_sample,qpu_access_time
input_1.txt,gamma0_5AnnealTime50_1.json,20,38,0.2,0.5,50,-9.5,-8,124,0,0.0,20.0,112842.36
input_2.txt,gamma0_5AnnealTime50_2.json,20,38,0.2,0.5,50,-10.0,-9,74,0,0.0,20.0,95201.96
